iteration	mean	std_dev
5000	12.459	10.917
10000	11.891	12.837
15000	21.207	11.058
20000	23.605	8.616
25000	21.356	8.573
30000	23.738	10.363
35000	27.760	8.709
40000	26.854	11.277
45000	27.648	12.460
50000	29.621	13.391
55000	35.106	9.946
60000	32.454	12.053
65000	37.486	9.361
70000	43.831	6.468
75000	37.302	10.740
80000	43.739	7.581
85000	38.230	12.486
90000	40.989	10.139
95000	43.553	12.407
100000	46.577	11.693
105000	38.597	16.528
110000	43.838	14.366
115000	44.224	13.066
120000	49.914	9.456
125000	48.622	11.961
130000	46.603	12.613
135000	49.394	13.396
140000	50.330	11.251
145000	45.957	12.062
150000	43.481	19.270
155000	44.692	18.652
160000	55.854	16.543
165000	42.908	16.924
170000	48.093	16.414
175000	52.479	12.221
180000	55.546	17.301
185000	54.596	21.249
190000	48.452	20.535
195000	59.645	18.775
200000	55.194	18.589
205000	60.109	16.390
210000	52.869	16.637
215000	63.551	18.841
220000	61.200	19.850
225000	65.412	18.285
230000	59.490	23.615
235000	59.148	16.357
240000	57.888	17.524
245000	59.121	21.601
250000	63.236	22.991
255000	58.496	19.284
260000	68.984	15.976
265000	72.103	18.413
270000	71.120	16.629
275000	60.344	22.024
280000	73.379	16.075
285000	67.469	15.946
290000	68.574	22.672
295000	70.621	19.054
300000	66.154	20.416
305000	65.972	22.020
310000	71.221	17.493
315000	73.521	19.820
320000	73.107	21.385
325000	71.635	22.951
330000	77.216	17.636
335000	72.530	18.202
340000	75.873	16.658
345000	70.454	20.116
350000	76.152	12.478
355000	83.564	12.464
360000	75.369	23.061
365000	72.367	22.340
370000	78.735	11.486
375000	78.520	15.598
380000	68.610	23.919
385000	73.205	18.076
390000	70.177	22.890
395000	85.333	12.343
400000	76.831	18.338
405000	76.091	19.951
410000	69.920	23.026
415000	81.352	17.935
420000	86.713	10.358
425000	77.456	20.345
430000	76.525	19.534
435000	85.700	10.866
440000	88.062	4.401
445000	76.231	21.728
450000	74.889	21.989
455000	77.023	19.494
460000	79.247	18.696
465000	88.890	3.820
470000	80.569	16.375
475000	85.973	9.760
480000	80.005	17.808
485000	83.472	17.829
490000	84.595	9.976
495000	78.146	20.990
500000	80.941	17.594
505000	83.217	16.109
510000	82.053	15.456
515000	86.937	8.258
520000	84.935	14.419
525000	80.968	17.157
530000	89.260	4.577
535000	83.446	15.878
540000	87.938	7.705
545000	84.239	14.228
550000	79.297	19.138
555000	82.577	15.594
560000	84.459	14.486
565000	88.429	6.130
570000	84.444	13.043
575000	86.936	12.748
580000	87.289	9.729
585000	87.309	11.038
590000	88.034	9.217
595000	76.974	22.679
600000	89.233	5.226
605000	89.684	5.491
610000	85.854	12.935
615000	83.796	13.965
620000	85.134	17.321
625000	88.119	8.862
630000	85.908	13.528
635000	87.015	12.518
640000	87.241	12.272
645000	85.953	12.808
650000	90.568	8.879
655000	87.040	14.814
660000	89.964	6.770
665000	89.076	11.791
670000	89.200	9.920
675000	88.830	9.439
680000	88.562	12.819
685000	89.749	6.516
690000	91.040	2.679
695000	87.530	14.402
700000	90.774	5.275
705000	90.400	6.215
710000	91.131	6.721
715000	91.147	1.666
720000	91.606	2.622
725000	90.070	10.749
730000	91.155	2.664
735000	90.270	10.287
740000	91.992	2.347
745000	89.588	11.668
750000	85.711	14.080
755000	92.488	1.561
760000	91.881	1.690
765000	91.951	1.122
770000	92.185	3.202
775000	87.881	14.730
780000	88.224	11.622
785000	92.399	1.801
790000	91.197	4.205
795000	92.700	2.200
800000	91.210	3.420
805000	91.531	1.908
810000	92.652	3.358
815000	92.392	2.399
820000	90.821	5.590
825000	92.106	1.981
830000	92.889	1.554
835000	88.113	14.510
840000	91.552	2.042
845000	92.609	1.537
850000	91.177	9.690
855000	92.360	1.956
860000	91.887	3.168
865000	92.750	2.057
870000	86.858	17.904
875000	90.812	5.743
880000	92.568	2.064
885000	92.205	1.846
890000	92.121	2.252
895000	91.713	2.058
900000	92.365	1.868
905000	91.539	3.656
910000	91.135	10.591
915000	92.504	1.399
920000	92.519	1.975
925000	89.891	10.541
930000	89.903	11.306
935000	92.552	1.640
940000	92.793	1.643
945000	90.945	10.436
950000	92.833	1.282
955000	92.949	1.497
960000	91.901	4.454
965000	92.635	2.240
970000	90.814	6.973
975000	90.687	13.299
980000	92.761	1.358
985000	90.043	10.208
990000	90.617	11.307
995000	90.556	11.362
1000000	92.335	1.647
